Folder,Source,Especie,Foto_num,Alt_cabeza,Alt_ojo,Radio_AC_AO,Total_length
20210124_torneo_pesca_Punion,2,Pejerrey,108,23.27,10.71,2.17,222
20210124_torneo_pesca_Punion,2,Pejerrey,155-156,43.883,18.492,2.37,350
20210124_torneo_pesca_Punion,2,Pejerrey,249,25.822,11.265,2.29,297
20210124_torneo_pesca_Punion,2,Pejerrey,250-251,33.299,14.472,2.3,310
20210124_torneo_pesca_Punion,2,Pejerrey,35,21.7,8.56,2.54,250
20210207_torneo20hs_PUnion,2,Pejerrey,34-35,51.312,20.29,2.53,297
20210207_torneo20hs_PUnion,2,Pejerrey,42,33.895,15.264,2.22,270
20210207_torneo20hs_PUnion,2,Pejerrey,49-50,27.143,12.184,2.23,308
20210207_torneo20hs_PUnion,2,Pejerrey,53,28.625,12.546,2.28,290
20210207_torneo20hs_PUnion,2,Pejerrey,112,7.209,4.233,1.7,74
20210207_torneo20hs_PUnion,2,Pejerrey,132-133,35.139,15.07,2.33,309
20210207_torneo20hs_PUnion,2,Pejerrey,134-135,15.939,7.564,2.11,157
20210207_torneo20hs_PUnion,2,Pejerrey,140-141,4.48,1.71,2.62,313
20210207_torneo20hs_PUnion,2,Pejerrey,142-143,39.622,15.36,2.58,344
20210207_torneo20hs_PUnion,2,Pejerrey,148-149,23.795,12.018,1.98,242
20210207_torneo20hs_PUnion,2,Pejerrey,156-157,42.724,20.011,2.14,214
20210207_torneo20hs_PUnion,2,Pejerrey,159-161,43.92,20.62,2.13,166
20210207_torneo20hs_PUnion,2,Pejerrey,162,34.7,13.78,2.52,369
20210207_torneo20hs_PUnion,2,Pejerrey_smitti,25_26,30.089,15.191,1.98,167
20200222_T_pesca_Madryn,2,Pescadilla,"1,2",14.561,7.176,2.03,120
20200222_T_pesca_Madryn,2,Pescadilla,"36,37",18.4,7.6,2.42,125
20200119_T_Pesca_Rawson,2,Pez_gallo,"1,2,3",102.7,13.8,7.44,550
20200119_T_Pesca_Rawson,2,Pez_gallo,"4,5,6",100.7,15.5,6.5,522
20200119_T_Pesca_Rawson,2,Pez_gallo,"7,8",105.4,13.5,7.81,570
20200119_T_Pesca_Rawson,2,Pez_gallo,"9,10",89.8,13,6.91,460
20200119_T_Pesca_Rawson,2,Pez_gallo,"61,62",103,13.2,7.79,485
20200119_T_Pesca_Rawson,2,Pez_gallo,"66,67,68",63.9,9.5,6.73,355
20200119_T_Pesca_Rawson,2,Pez_gallo,"69,70",55.5,9.5,5.84,285
20200119_T_Pesca_Rawson,2,Pez_gallo,"71,72,73",71.3,10.4,6.86,405
20200119_T_Pesca_Rawson,2,Pez_gallo,"74,75,76",66.5,11.7,5.68,340
20200119_T_Pesca_Rawson,2,Pez_gallo,"77,78,79",67.9,10.3,6.59,380
20200119_T_Pesca_Rawson,2,Pez_gallo,"92,93",73.8,11.3,6.53,390
20200119_T_Pesca_Rawson,2,Pez_gallo,"102,103",66.2,11.4,5.81,320
20200119_T_Pesca_Rawson,2,Pez_gallo,"110,111",53.7,9.9,5.42,310
20200119_T_Pesca_Rawson,2,Pez_gallo,"121,122,123",129.3,16.1,8.03,600
20200119_T_Pesca_Rawson,2,Pez_gallo,"126,127",89.7,12.5,7.18,465
20200119_T_Pesca_Rawson,2,Pez_gallo,"137,138",62.1,11.4,5.45,455
20200119_T_Pesca_Rawson,2,Pez_gallo,"141,142",74.8,12.5,5.98,460
20200119_T_Pesca_Rawson,2,Pez_gallo,"143,144",81,14.4,5.63,340
20200119_T_Pesca_Rawson,2,Pez_gallo,150,59,13.4,4.4,275
20200119_T_Pesca_Rawson,2,Pez_gallo,"151,152,153,154",28.9,6.2,4.66,165
20200119_T_Pesca_Rawson,2,Pez_gallo,Video 4,116.9,15.98,7.32,630
20200119_T_Pesca_Rawson,2,Pez_gallo,Video 5,71.6,13.6,5.26,320
20200119_T_Pesca_Rawson,2,Pez_gallo,Video 6,91.7,15.5,5.92,325
20200119_T_Pesca_Rawson,2,Pez_gallo,Video 7,88.2,12.6,7,400
20200119_T_Pesca_Rawson,2,Pez_gallo,Video 8,3.2,0.6,5.33,165
20200119_T_Pesca_Rawson,2,Pez_gallo,"1,2",95,14.4,6.6,430
20200119_T_Pesca_Rawson,2,Pez_gallo,"3,4,5",51.2,9.4,5.45,250
20200119_T_Pesca_Rawson,2,Pez_gallo,"6,7,8",259,40,6.47,365
20200119_T_Pesca_Rawson,2,Pez_gallo,"9,10,11",51.8,8,6.48,290
20200119_T_Pesca_Rawson,2,Pez_gallo,"12,13",54.9,9.8,5.6,365
20200119_T_Pesca_Rawson,2,Pez_gallo,"14,15,16",60.4,10.6,5.7,320
20200119_T_Pesca_Rawson,2,Pez_gallo,"17,18",132.8,17.5,7.59,490
20200119_T_Pesca_Rawson,2,Pez_gallo,"19,20,21",27.6,6.9,4,165
20200119_T_Pesca_Rawson,2,Pez_gallo,"22,23",62.3,11.3,5.51,315
20200119_T_Pesca_Rawson,2,Pez_gallo,"37,38",67.3,12.2,5.52,350
20200119_T_Pesca_Rawson,2,Pez_gallo,"63,64,65",366,62.6,5.84,490
20200119_T_Pesca_Rawson,2,Pez_gallo,"67,68",60.4,11.4,5.3,305
20200119_T_Pesca_Rawson,2,Pez_gallo,"69,70",435,60.5,7.2,535
20200119_T_Pesca_Rawson,2,Pez_gallo,"75,76",108.3,18.2,5.95,590
20200119_T_Pesca_Rawson,2,Pez_gallo,"77,78",63.1,13.4,4.71,310
20200119_T_Pesca_Rawson,2,Pez_gallo,"79,80,81",107.5,18.8,5.72,615
20200119_T_Pesca_Rawson,2,Pez_gallo,"82,83",31.2,6.5,4.8,165
20200119_T_Pesca_Rawson,2,Pez_gallo,86,67.2,10.4,6.46,365
20200119_T_Pesca_Rawson,2,Pez_gallo,"97,98",70.7,13.7,5.16,345
20200119_T_Pesca_Rawson,2,Pez_gallo,"99,100",63,10.7,5.89,325
20200119_T_Pesca_Rawson,2,Pez_gallo,"101,102",53.4,9.3,5.74,295
20200119_T_Pesca_Rawson,2,Pez_gallo,"103,104",68.4,12.8,5.34,385
20200119_T_Pesca_Rawson,2,Pez_gallo,105,59.6,10.2,5.84,305
20200119_T_Pesca_Rawson,2,Pez_gallo,106,101.7,13.3,7.65,555
20200119_T_Pesca_Rawson,2,Pez_gallo,"107,108",43.2,10.2,4.24,222
20200222_T_pesca_Madryn,2,Pez_gallo,"6,7,8",28.6,6.7,4.27,140
20200222_T_pesca_Madryn,2,Pez_gallo,"10,11",48.3,9.9,4.88,225
20200222_T_pesca_Madryn,2,Pez_gallo,25,57.5,9.9,5.81,310
20200222_T_pesca_Madryn,2,Pez_gallo,"26,27",63.1,11.3,5.58,260
20200222_T_pesca_Madryn,2,Pez_gallo,"28,",69.4,10.5,6.61,365
20200222_T_pesca_Madryn,2,Pez_gallo,"29,30",74.7,11.3,6.61,445
20200222_T_pesca_Madryn,2,Pez_gallo,"4,5,6",80.1,10.4,7.7,520
20210124_torneo_pesca_Punion,2,Pez_gallo,30,75.669,11.129,6.8,400
20210124_torneo_pesca_Punion,2,Pez_gallo,31-32,55.269,10.16,5.44,270
20210124_torneo_pesca_Punion,2,Pez_gallo,33,53.745,9.718,5.53,305
20210124_torneo_pesca_Punion,2,Pez_gallo,37,68.953,10.872,6.34,375
20210124_torneo_pesca_Punion,2,Pez_gallo,38,63.486,10.661,5.95,300
20210124_torneo_pesca_Punion,2,Pez_gallo,39,52.439,9.711,5.4,285
20210124_torneo_pesca_Punion,2,Pez_gallo,42,49.656,9.296,5.34,275
20210124_torneo_pesca_Punion,2,Pez_gallo,44,79.375,12.135,6.54,440
20210124_torneo_pesca_Punion,2,Pez_gallo,45,69.184,11.178,6.19,360
20210124_torneo_pesca_Punion,2,Pez_gallo,46,61.49,10.488,5.86,340
20210124_torneo_pesca_Punion,2,Pez_gallo,47,88.259,11.796,7.48,490
20210124_torneo_pesca_Punion,2,Pez_gallo,51,46.377,7.603,6.1,265
20210124_torneo_pesca_Punion,2,Pez_gallo,52,40.771,8.536,4.78,235
20210124_torneo_pesca_Punion,2,Pez_gallo,53,70.105,11.241,6.24,365
20210124_torneo_pesca_Punion,2,Pez_gallo,58,81.175,12.111,6.7,445
20210124_torneo_pesca_Punion,2,Pez_gallo,61-62,81.994,16.477,4.98,260
20210124_torneo_pesca_Punion,2,Pez_gallo,65,66.798,13.181,5.07,310
20210124_torneo_pesca_Punion,2,Pez_gallo,68,61.953,9.794,6.33,260
20210124_torneo_pesca_Punion,2,Pez_gallo,100-101,39.232,9.785,4.01,170
20210124_torneo_pesca_Punion,2,Pez_gallo,141-142,113.734,14.087,8.07,600
20210124_torneo_pesca_Punion,2,Pez_gallo,146,32.29,7.06,4.57,155
20210124_torneo_pesca_Punion,2,Pez_gallo,150-151,114.759,17.692,6.49,610
20210124_torneo_pesca_Punion,2,Pez_gallo,152-153,45.326,10.051,4.51,165
20190624MuestreoVideo,2,Pez_limon,limon1,8.56,1.33,6.44,110
20200222_T_pesca_Madryn,2,Pez_palo,"31,32,33",140,79,1.66,128
20200222_T_pesca_Madryn,2,Pez_palo,"1,2,3",70,30,2.333333333,435
20210124_torneo_pesca_Punion,2,Pez_palo,59-60,39.211,10.79,3.63,365
20210124_torneo_pesca_Punion,2,Pez_palo,63-64,47.684,17.42,2.74,365
20210124_torneo_pesca_Punion,2,Pez_palo,71-72,13.9,6.6,2.11,210
20210124_torneo_pesca_Punion,2,Pez_palo,97,72.59,26.7,2.72,435
20210124_torneo_pesca_Punion,2,Pez_palo,102,33.2,9.6,3.46,335
20210124_torneo_pesca_Punion,2,Pez_palo,109-110,30.95,10.564,2.93,257
20210124_torneo_pesca_Punion,2,Pez_palo,123-124,42.755,11.752,3.64,454
20210124_torneo_pesca_Punion,2,Pez_palo,128,11.321,5.34,2.12,212
20210124_torneo_pesca_Punion,2,Pez_palo,129-130,11.268,7.48,1.51,203
20210124_torneo_pesca_Punion,2,Pez_palo,154,22.666,10.26,2.21,338
20210124_torneo_pesca_Punion,2,Pez_palo,157-158,24.064,7.039,3.42,354
20210124_torneo_pesca_Punion,2,Pez_palo,159-160,28.792,10.149,2.84,423
20210124_torneo_pesca_Punion,2,Pez_palo,161-162,25.142,7.851,3.2,372
20210124_torneo_pesca_Punion,2,Pez_palo,163-165,19.775,6.837,2.89,366
20210124_torneo_pesca_Punion,2,Pez_palo,167-168,23.722,10.233,2.32,446
20210124_torneo_pesca_Punion,2,Pez_palo,169,18.882,7.456,2.53,380
20210124_torneo_pesca_Punion,2,Pez_palo,170-171,20.2,8.7,2.32,333
20210124_torneo_pesca_Punion,2,Pez_palo,174-175,28.931,10.794,2.68,453
20210124_torneo_pesca_Punion,2,Pez_palo,176-177,20.686,7.105,2.91,347
20210124_torneo_pesca_Punion,2,Pez_palo,178,12.026,3.97,3.02,247
20210124_torneo_pesca_Punion,2,Pez_palo,179-180,19.867,6.394,3.11,332
20210124_torneo_pesca_Punion,2,Pez_palo,182,26.028,10.168,2.56,405
20210124_torneo_pesca_Punion,2,Pez_palo,183-185,13.069,5.842,2.24,211
20210124_torneo_pesca_Punion,2,Pez_palo,186,24.672,7.741,3.19,419
20210124_torneo_pesca_Punion,2,Pez_palo,187,20.391,6.885,2.96,394
20210124_torneo_pesca_Punion,2,Pez_palo,190,20.218,7.113,2.84,363
20210124_torneo_pesca_Punion,2,Pez_palo,191-192,11.054,4.99,2.22,203
20210124_torneo_pesca_Punion,2,Pez_palo,193,13.394,5.189,2.58,259
20210124_torneo_pesca_Punion,2,Pez_palo,194-195,13.579,5.234,2.59,242
20210124_torneo_pesca_Punion,2,Pez_palo,196,54.596,18.631,2.93,448
20210124_torneo_pesca_Punion,2,Pez_palo,202-203,23.91025,9.156833333,2.61,315
20210124_torneo_pesca_Punion,2,Pez_palo,208,18.199,7.973,2.28,243
20210124_torneo_pesca_Punion,2,Pez_palo,209,20.231,9.539,2.12,360
20210124_torneo_pesca_Punion,2,Pez_palo,246-248,30.674,8.93,3.43,381
20210124_torneo_pesca_Punion,2,Pez_palo,252-254,29.572,8.223,3.6,407
20210124_torneo_pesca_Punion,2,Pez_palo,267-269,18.919,7.337,2.58,407
20210124_torneo_pesca_Punion,2,Pez_palo,270-271,9.42,4.41,2.14,199
20210124_torneo_pesca_Punion,2,Pez_palo,272-273,32.459,9.985,3.25,424
20210124_torneo_pesca_Punion,2,Pez_palo,274-275,32.057,11.367,2.82,415
20210124_torneo_pesca_Punion,2,Pez_palo,278-279,14.111,7.831,1.8,254
20210124_torneo_pesca_Punion,2,Pez_palo,285-286,38.3,14,2.74,473
20210207_torneo20hs_PUnion,2,Pez_palo,14,14.826,6.822,2.17,349
20210207_torneo20hs_PUnion,2,Pez_palo,15_16,17.741,7.651,2.32,266
20210207_torneo20hs_PUnion,2,Pez_palo,38-41,43.819,15.605,2.81,415
20210207_torneo20hs_PUnion,2,Pez_palo,43-44,38.672,14.283,2.71,299
20210207_torneo20hs_PUnion,2,Pez_palo,47-48,54.574,18.477,2.95,455
20210207_torneo20hs_PUnion,2,Pez_palo,65-67,53.795,18.899,2.85,428
20210207_torneo20hs_PUnion,2,Pez_palo,72-73,15.156,6.098,2.49,246
20210207_torneo20hs_PUnion,2,Pez_palo,89-90,28.135,10.54,2.67,436
20210207_torneo20hs_PUnion,2,Pez_palo,91-92,22.398,7.319,3.06,358
20210207_torneo20hs_PUnion,2,Pez_palo,113-114,9.407,6.004,1.57,173
20210207_torneo20hs_PUnion,2,Pez_palo,115-116,51.663,17.558,2.94,547
20210207_torneo20hs_PUnion,2,Pez_palo,117-118,31.999,10.535,3.04,428
20210207_torneo20hs_PUnion,2,Pez_palo,144-145,19.523,8.952,2.18,337
20210207_torneo20hs_PUnion,2,Pez_palo,154-155,18.072,8.424,2.15,429
20210207_torneo20hs_PUnion,2,Pez_palo,158,34.889,16.327,2.14,344
20210321_TorneoapneaMadryn,2,Robalo,136-138,65.84,19.94,3.3,495
20200119_T_Pesca_Rawson,2,S_acuta,"33,34",,,405,
20200119_T_Pesca_Rawson,2,S_acuta,66,,,238,
20210124_torneo_pesca_Punion,2,S_acuta,36,,,345,
20210124_torneo_pesca_Punion,2,S_acuta,40,,,,
20210124_torneo_pesca_Punion,2,S_acuta,41,,,,
20210124_torneo_pesca_Punion,2,S_acuta,43,,,,
20210124_torneo_pesca_Punion,2,S_acuta,48-49,,,410,
20210124_torneo_pesca_Punion,2,S_acuta,50,,,305,
20210124_torneo_pesca_Punion,2,S_acuta,54-55,,,380,
20210124_torneo_pesca_Punion,2,S_acuta,76,,,365,
20210124_torneo_pesca_Punion,2,S_acuta,86,,,340,
20210124_torneo_pesca_Punion,2,S_acuta,119,,,415,
20210124_torneo_pesca_Punion,2,S_acuta,120,,,275,
20210124_torneo_pesca_Punion,2,S_acuta,143-144,,,475,
20210124_torneo_pesca_Punion,2,S_acuta,224,,,397,
20210124_torneo_pesca_Punion,2,S_acuta,225,,,451,
20210124_torneo_pesca_Punion,2,S_acuta,241,,,500,
20210124_torneo_pesca_Punion,2,S_acuta,243,,,256,
20210207_torneo20hs_PUnion,2,S_acuta,21,,,465,
20210207_torneo20hs_PUnion,2,S_acuta,22,,,225,
20210207_torneo20hs_PUnion,2,S_acuta,29,,,253,
20210207_torneo20hs_PUnion,2,S_acuta,54-55,,,360,
20210207_torneo20hs_PUnion,2,S_acuta,56,,,274,
20210207_torneo20hs_PUnion,2,S_acuta,59-60,,,285,
20210207_torneo20hs_PUnion,2,S_acuta,69-70,,,390,
20210207_torneo20hs_PUnion,2,S_acuta,83,,,208,
20210207_torneo20hs_PUnion,2,S_acuta,84,,,433,
20210207_torneo20hs_PUnion,2,S_acuta,96-97,,,268,
20210207_torneo20hs_PUnion,2,S_acuta,107-108,,,252,
20210207_torneo20hs_PUnion,2,S_acuta,111,,,269,
20210207_torneo20hs_PUnion,2,S_acuta,136-137,,,242,
20210124_torneo_pesca_Punion,2,S_marmolada,77-78,,,205,
20210124_torneo_pesca_Punion,2,S_marmolada,87-88,,,305,
20190415SesionPescaBañuls,1,Salmon_mar,DSCF041/DSCF042,79.9,17,4.7,539
20190415SesionPescaBañuls,1,Salmon_mar,DSCF039/DSCF040,127.4,26,4.9,905
20190503SesionPescaEMA/Peste,1,Salmon_mar,12,73.9,20,3.7,482
20190503SesionPescaEMA/Peste,1,Salmon_mar,60-61,52,14.3,3.64,409
20190503SesionPescaEMA/Peste,1,Salmon_mar,77-79,73,16.1,4.53,537
20190503SesionPescaEMA/Peste,1,Salmon_mar,160-163,59.6,15.2,3.92,519
20190503SesionPescaEMA/Peste,1,Salmon_mar,192-195,56,14.9,3.76,355
20190508SesionPescaPtoLobos ,1,Salmon_mar,91,58.3,17.3,3.37,431.2
20190508SesionPescaPtoLobos ,1,Salmon_mar,107-109,114.5,24.5,4.67,765
20190508SesionPescaPtoLobos ,1,Salmon_mar,111,82.6,18.4,4.49,602
20190508SesionPescaPtoLobos ,1,Salmon_mar,114,103.6,24,4.32,720
20190508SesionPescaPtoLobos ,1,Salmon_mar,166,141.5,31.2,4.854,799
20190624MuestreoVideo,1,Salmon_mar,-,69,16,4.31,429
20190624MuestreoVideo,1,Salmon_mar,-,108,22,4.91,799
20190624MuestreoVideo,1,Salmon_mar,-,42,12,3.5,354
20190624MuestreoVideo,1,Salmon_mar,-,49,12,4.08,401
20190624MuestreoVideo,1,Salmon_mar,-,46,12,3.83,353
20190624MuestreoVideo,1,Salmon_mar,-,203,37,5.68,1116
20190624MuestreoVideo,1,Salmon_mar,-,56,15,3.73,398
20190624MuestreoVideo,1,Salmon_mar,-,63,15,3.4,338
20190624MuestreoVideo,1,Salmon_mar,-,72,16,4.45,477
20190624MuestreoVideo,1,Salmon_mar,Imagen_10,75.8,15.7,4.98,910
20190624MuestreoVideo,1,Salmon_mar,Imagen_11,80.7,13,6.21,1008
20190624MuestreoVideo,1,Salmon_mar,Imagen_12,70.5,11.7,6.03,980
20210321_TorneoapneaMadryn,2,Salmon_mar,131-132,102.7,22.4,4.58,665
20190401FotosLujan,1,Sargo,D_a_1,54,15,3.65,284
20190401FotosLujan,1,Sargo,2,57.6,14.4,4,286
20190401FotosLujan,1,Sargo,3,61.1,16.2,3.97,290
20190401FotosLujan,3,Sargo,D_a_4,52,11,4.73,276
20190401FotosLujan,3,Sargo,D_a_5,49.2,14.5,3.39,244
20190501Laboratorio,3,Sargo,D_a_1,54,12,4.5,284
20190501Laboratorio,3,Sargo,D_a_2,57,12,4.75,286
20190501Laboratorio,3,Sargo,D_a_3,61,13,4.67,290
20190501Laboratorio,1,Sargo,D_a_4,52,12.4,4.1,277
20190501Laboratorio,1,Sargo,D_a_5,49,13.56,3.613569322,244
20190508SesionPescaPtoLobos  ,1,Sargo,18,24.6,9.5,2.59,123.2
20190508SesionPescaPtoLobos  ,1,Sargo,19,55.4,16.4,3.38,237.7
20190508SesionPescaPtoLobos  ,1,Sargo,21,25.3,8.6,2.94,128.2
20190508SesionPescaPtoLobos  ,1,Sargo,33-34,37.2,13.6,2.93,206.2
20190508SesionPescaPtoLobos  ,1,Sargo,36,58.1,19.8,3.17,240.8
20190508SesionPescaPtoLobos  ,1,Sargo,44,51.2,14.2,3.61,226.8
20190508SesionPescaPtoLobos  ,1,Sargo,48,32.8,10,3.09,156.7
20190508SesionPescaPtoLobos  ,1,Sargo,50,45.4,13.5,3.36,219.3
20190508SesionPescaPtoLobos  ,1,Savorin,1,24.1,12,2.01,151.5
20190508SesionPescaPtoLobos  ,1,Savorin,2,21.7,11.3,1.92,142.2
20190508SesionPescaPtoLobos  ,1,Savorin,3,22.7,11.6,1.96,140
20190508SesionPescaPtoLobos  ,1,Savorin,4,23.7,11.9,1.99,146.8
20190508SesionPescaPtoLobos  ,1,Savorin,6,22.2,11.5,1.93,148.1
20190508SesionPescaPtoLobos  ,1,Savorin,7,25.4,12.06,2.11,158
20190508SesionPescaPtoLobos  ,1,Savorin,8,20.3,10.6,1.92,145.9
20190508SesionPescaPtoLobos  ,1,Savorin,9,22.8,11.2,2.04,148.4
20190508SesionPescaPtoLobos  ,1,Savorin,10,18.3,10.7,1.71,142.7
20190508SesionPescaPtoLobos  ,1,Savorin,11,21.5,11.4,1.89,135.8
20190508SesionPescaPtoLobos  ,1,Savorin,13,20.1,9.3,2.16,147.2
20190508SesionPescaPtoLobos  ,1,Savorin,14,21.3,10.9,1.95,145.9
20190401FotosLujan,1,Turco,Pin_bra12,33,9,3.67,289
20190503SesionPescaEMA/Peste,1,Turco,166-167,44,11,4,337.6
20190503SesionPescaEMA/Peste,1,Turco,170-171,46.3,13.2,3.51,379.6
20190503SesionPescaEMA/Peste,1,Turco,175-178,44.5,11.8,3.77,348.6
20190503SesionPescaEMA/Peste,1,Turco,181-183,43.8,12.1,3.62,349.5
20190503SesionPescaEMA/Peste,1,Turco,184-186,27.1,8.4,3.23,224.9
20190503SesionPescaEMA/Peste,1,Turco,197-198,37,10.7,3.46,300
20190503SesionPescaEMA/Peste,1,Turco,199-200,23.1,9.16,2.521834061,245.2
20190503SesionPescaEMA/Peste,1,Turco,201-203,46.7,12,3.89,371
20190503SesionPescaEMA/Peste,1,Turco,204-205,38.4,12.8,3,308.7
20190503SesionPescaEMA/Peste,1,Turco,206-208,35.5,11.8,3.01,264.6
20190503SesionPescaEMA/Peste,1,Turco,209-211,27.3,8.9,3.07,232
20190503SesionPescaEMA/Peste,1,Turco,212-213,62,14.88,4.166666667,365
20190503SesionPescaEMA/Peste,1,Turco,214-215,33,9.9,3.33,277.8
20190503SesionPescaEMA/Peste,1,Turco,216-217,23.1,8,2.89,200
20190503SesionPescaEMA/Peste,1,Turco,218-220,55.7,18.7,2.98,324.7
20190503SesionPescaEMA/Peste,1,Turco,221-222,29.5,8.2,3.6,267.3
20190503SesionPescaEMA/Peste,1,Turco,223-227,59,14.5,4.07,404.6
20190508SesionPescaPtoLobos ,1,Turco,27,47.3,13.2,3.58,307.1
20190508SesionPescaPtoLobos ,1,Turco,28,50.9,13.3,3.83,347.6
20190508SesionPescaPtoLobos ,1,Turco,37-38,60.5,15.4,3.93,356.9
20190508SesionPescaPtoLobos ,1,Turco,40,33.5,11,3.05,250.8
20190508SesionPescaPtoLobos ,1,Turco,85,50.6,13.7,3.69,329.4
20190508SesionPescaPtoLobos ,1,Turco,92,39.3,11.4,3.45,304
20190508SesionPescaPtoLobos ,1,Turco,117,29.3,11.5,2.55,225
20190508SesionPescaPtoLobos ,1,Turco,128,48.7,15,3.25,345.6
20190508SesionPescaPtoLobos ,1,Turco,"133,135",17.33,8.4,2.06,149.6
20190508SesionPescaPtoLobos ,1,Turco,144,44,12.2,3.61,279.6
20190508SesionPescaPtoLobos ,1,Turco,146,29.39,9.13,3.22,225
20190508SesionPescaPtoLobos ,1,Turco,147-148,43,13.2,3.26,311.3
20190508SesionPescaPtoLobos ,1,Turco,150-151,45.9,13.5,3.4,318.7
20190508SesionPescaPtoLobos ,1,Turco,152-153,28.3,11,2.57,216
20190508SesionPescaPtoLobos ,1,Turco,154,20.2,9.5,2.13,192
20190508SesionPescaPtoLobos ,1,Turco,156,22.5,9.5,2.37,189
20190508SesionPescaPtoLobos ,1,Turco,158,32.7,10.8,3.03,260.4
20190508SesionPescaPtoLobos ,1,Turco,42,47.7,12.9,3.7,326
20210321_TorneoapneaMadryn,2,Turco,15&16,46.539,11.273,4.13,357
20210321_TorneoapneaMadryn,2,Turco,17&18,66.041,13.207,5,435
20210321_TorneoapneaMadryn,2,Turco,25&26,54.81,12.29,4.46,388
20210321_TorneoapneaMadryn,2,Turco,37-38,58.113,12.061,4.82,415
20210321_TorneoapneaMadryn,2,Turco,39-40,59.989,13.002,4.61,390
20210321_TorneoapneaMadryn,2,Turco,45-46,58.107,13.443,4.32,410
20210321_TorneoapneaMadryn,2,Turco,49-50,44.241,11.489,3.85,330
20210321_TorneoapneaMadryn,2,Turco,51,46.223,11.372,4.06,377
20210321_TorneoapneaMadryn,2,Turco,68-69,67.949,13.983,4.86,405
20210321_TorneoapneaMadryn,2,Turco,70-72,52.132,15.586,3.34,370
20210321_TorneoapneaMadryn,2,Turco,86-87,74.287,15.785,4.71,433
20210321_TorneoapneaMadryn,2,Turco,88-89,55.327,15.95,3.57,403
20210321_TorneoapneaMadryn,2,Turco,90-91,65.506,16.91,3.87,390
20210321_TorneoapneaMadryn,2,Turco,92-93,63.943,17.7,3.65,415
20210321_TorneoapneaMadryn,2,Turco,95-96,54.377,13.107,4.15,375
20210321_TorneoapneaMadryn,2,Turco,97-99,40.076,10.767,3.92,435
20210321_TorneoapneaMadryn,2,Turco,100-101,62.35,14.487,4.3,405
20210321_TorneoapneaMadryn,2,Turco,121-122,64.807,19.627,3.61,408
20210321_TorneoapneaMadryn,2,Turco,128-130,65.308,13.658,4.78,395
